district_label_bn,source_division,source_district,source_upazila,canonical_division,canonical_district,canonical_upazila,resolution_type,reason
গাইবান্ধা পোস্ট কোড,Rangpur,Gaibandha,Fulchari,Rangpur,Gaibandha,Phulchari,explicit_manual_alias,explicit_manual_alias
চট্টগ্রাম পোস্ট কোড,Chattogram,Chattogram,Lohaghora,Chattogram,Chattogram,Lohagara,explicit_manual_alias,explicit_manual_alias
চাঁপাইনবাবগঞ্জ পোস্ট কোড,Rajshahi,Chapainawabganj,Nachul,Rajshahi,Chapainawabganj,Nachol,explicit_manual_alias,explicit_manual_alias
ঝালকাঠি পোস্ট কোড,Barisal,Jhalakathi,Nalchiti,Barisal,Jhalakathi,Nalchity,explicit_manual_alias,explicit_manual_alias
ঝিনাইদহ পোস্ট কোড,Khulna,Jhenaidah,Court Chandpur,Khulna,Jhenaidah,Kotchandpur,explicit_manual_alias,explicit_manual_alias
টাঙ্গাইল পোস্ট কোড,Dhaka,Tangail,Deldoar,Dhaka,Tangail,Delduar,explicit_manual_alias,explicit_manual_alias
দিনাজপুর পোস্ট কোড,Rangpur,Dinajpur,Biral,Rangpur,Dinajpur,Birol,explicit_manual_alias,explicit_manual_alias
দিনাজপুর পোস্ট কোড,Rangpur,Dinajpur,Nababgonj,Rangpur,Dinajpur,Nawabganj,explicit_manual_alias,explicit_manual_alias
নওগাঁ পোস্ট কোড,Rajshahi,Naogaon,Mahadebpur,Rajshahi,Naogaon,Mohadevpur,explicit_manual_alias,explicit_manual_alias
নারায়নগঞ্জ পোস্ট কোড,Dhaka,Narayanganj,Fatulla,Dhaka,Narayanganj,Fotullah,explicit_manual_alias,explicit_manual_alias
নোয়াখালী পোস্ট কোড,Chattogram,Noakhali,Hatya,Chattogram,Noakhali,Hatia,explicit_manual_alias,explicit_manual_alias
নোয়াখালী পোস্ট কোড,Chattogram,Noakhali,Senbagh,Chattogram,Noakhali,Senbug,explicit_manual_alias,explicit_manual_alias
পটুয়াখালী পোস্ট কোড,Barisal,Patuakhali,Baufal,Barisal,Patuakhali,Bauphal,explicit_manual_alias,explicit_manual_alias
পাবনা পোস্ট কোড,Rajshahi,Pabna,Bhangora,Rajshahi,Pabna,Bhangura,explicit_manual_alias,explicit_manual_alias
পাবনা পোস্ট কোড,Rajshahi,Pabna,Iswardi,Rajshahi,Pabna,Ishurdi,explicit_manual_alias,explicit_manual_alias
পিরোজপুর পোস্ট কোড,Barisal,Pirojpur,Kaukhali,Barisal,Pirojpur,Kawkhali,explicit_manual_alias,explicit_manual_alias
বগুড়া পোস্ট কোড,Rajshahi,Bogura,Dunat,Rajshahi,Bogura,Dhunot,explicit_manual_alias,explicit_manual_alias
বগুড়া পোস্ট কোড,Rajshahi,Bogura,Gabtoli,Rajshahi,Bogura,Gabtali,explicit_manual_alias,explicit_manual_alias
বগুড়া পোস্ট কোড,Rajshahi,Bogura,Kahalu,Rajshahi,Bogura,Kahaloo,explicit_manual_alias,explicit_manual_alias
বগুড়া পোস্ট কোড,Rajshahi,Bogura,Sonatola,Rajshahi,Bogura,Sonatala,explicit_manual_alias,explicit_manual_alias
বরিশাল পোস্ট কোড,Barisal,Barisal,Uzirpur,Barisal,Barisal,Wazirpur,explicit_manual_alias,explicit_manual_alias
ব্রাহ্মণবাড়িয়া পোস্ট কোড,Chattogram,Brahmanbaria,Quasba,Chattogram,Brahmanbaria,Kasba,explicit_manual_alias,explicit_manual_alias
মাদারিপুর পোস্ট কোড,Dhaka,Madaripur,Rajair,Dhaka,Madaripur,Rajoir,explicit_manual_alias,explicit_manual_alias
মানিকগঞ্জ পোস্ট কোড,Dhaka,Manikganj,Shibalaya,Dhaka,Manikganj,Shibaloy,explicit_manual_alias,explicit_manual_alias
মানিকগঞ্জ পোস্ট কোড,Dhaka,Manikganj,Singair,Dhaka,Manikganj,Singiar,explicit_manual_alias,explicit_manual_alias
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Gazaria,Dhaka,Munshiganj,Gajaria,explicit_manual_alias,explicit_manual_alias
মুন্সিগঞ্জ পোস্ট কোড,Dhaka,Munshiganj,Louhajong,Dhaka,Munshiganj,Louhajanj,explicit_manual_alias,explicit_manual_alias
মৌলভীবাজার পোস্ট কোড,Sylhet,Moulvibazar,Kamalgonj,Sylhet,Moulvibazar,Kamolganj,explicit_manual_alias,explicit_manual_alias
যশোর পোস্ট কোড,Khulna,Jashore,Bagarpara,Khulna,Jashore,Bagherpara,explicit_manual_alias,explicit_manual_alias
যশোর পোস্ট কোড,Khulna,Jashore,Chawgacha,Khulna,Jashore,Chougachha,explicit_manual_alias,explicit_manual_alias
রংপুর পোস্ট কোড,Rangpur,Rangpur,Kaonia,Rangpur,Rangpur,Kaunia,explicit_manual_alias,explicit_manual_alias
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Jarachari,Chattogram,Rangamati,Juraichari,explicit_manual_alias,explicit_manual_alias
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Longdu,Chattogram,Rangamati,Langadu,explicit_manual_alias,explicit_manual_alias
রাঙ্গামাটি পোস্ট কোড,Chattogram,Rangamati,Marishya (Bagaichari),Chattogram,Rangamati,Baghaichari,explicit_manual_alias,explicit_manual_alias
রাজবাড়ী পোস্ট কোড,Dhaka,Rajbari,Goalondo,Dhaka,Rajbari,Goalanda,explicit_manual_alias,explicit_manual_alias
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Demuday,Dhaka,Shariatpur,Damudya,explicit_manual_alias,explicit_manual_alias
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Nakla,Mymensingh,Sherpur,Nokla,explicit_manual_alias,explicit_manual_alias
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Ashashuni,Khulna,Satkhira,Assasuni,explicit_manual_alias,explicit_manual_alias
সাতক্ষীরা পোস্ট কোড,Khulna,Satkhira,Kolaroa,Khulna,Satkhira,Kalaroa,explicit_manual_alias,explicit_manual_alias
সিলেট পোস্ট কোড,Sylhet,Sylhet,Jakigonj,Sylhet,Sylhet,Zakiganj,explicit_manual_alias,explicit_manual_alias
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Duara Bazar,Sylhet,Sunamganj,Dowarabazar,explicit_manual_alias,explicit_manual_alias
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Jaganhpur,Sylhet,Sunamganj,Jagannathpur,explicit_manual_alias,explicit_manual_alias
হবিগঞ্জ পোস্ট কোড,Sylhet,Habiganj,Kalauk,Sylhet,Habiganj,Lakhai,explicit_manual_alias,explicit_manual_alias
জয়পুরহাট পোস্ট কোড,Rajshahi,Joypurhat,Ghoramara,Rajshahi,Joypurhat,Joypurhat Sadar,legacy_alias_explicit,Ghoramara HO represents the district head-office postal grouping
টাঙ্গাইল পোস্ট কোড,Dhaka,Tangail,Khas Kaolia,Rajshahi,Sirajganj,Chauhali,cross_district_reassign,official source text explicitly says Chowhali thana at Serajgonj District
ঢাকা পোস্ট কোড,Dhaka,Dhaka,Nilkhet,Dhaka,Dhaka,New Market,legacy_alias_explicit,official postal row is New Market TSO with postcode 1205
কুড়িগ্রাম পোস্ট কোড,Rangpur,Kurigram,Fulbari,Rangpur,Kurigram,Phulbari,legacy_alias_explicit,district context and postcode 5680 support Kurigram Phulbari
খাগড়াছড়ি পোস্ট কোড,Chattogram,Khagrachhari,Ranghar,Chattogram,Khagrachhari,Ramgarh,legacy_alias_explicit,Ranghar HO postcode 4440 is consistent with Ramgarh
নেত্রকোনা পোস্ট কোড,Mymensingh,Netrokona,Dharampasa,Sylhet,Sunamganj,Dharmapasha,cross_district_reassign,legacy spelling corresponds to canonical Dharmapasha in Sunamganj
নেত্রকোনা পোস্ট কোড,Mymensingh,Netrokona,Dhobaura,Mymensingh,Mymensingh,Dhobaura,cross_district_reassign,exact canonical Dhobaura exists in Mymensingh district
নেত্রকোনা পোস্ট কোড,Mymensingh,Netrokona,Madhya Nagar,Sylhet,Sunamganj,Madhyanagar,cross_district_reassign,normalized exact canonical Madhyanagar exists in Sunamganj
পিরোজপুর পোস্ট কোড,Barisal,Pirojpur,Banaripara,Barisal,Barisal,Banaripara,cross_district_reassign,exact canonical Banaripara exists in Barisal district
শেরপুর পোস্ট কোড,Mymensingh,Sherpur,Bakshigonj,Mymensingh,Jamalpur,Bokshiganj,cross_district_reassign,strong legacy spelling match to canonical Bokshiganj in Jamalpur
খুলনা পোস্ট কোড,Khulna,Khulna,Chalna Bazar (Dakup),Khulna,Khulna,Dakop,legacy_alias_explicit,parenthetical Dakup identifies canonical Dakop
চট্টগ্রাম পোস্ট কোড,Chattogram,Chattogram,Rangunia (Dhamair),Chattogram,Chattogram,Rangunia,legacy_alias_explicit,source label explicitly identifies Rangunia
ঢাকা পোস্ট কোড,Dhaka,Dhaka,Dhaka Sadr,Dhaka,Dhaka,Wari,legacy_alias_explicit,official source row is Wari TSO postcode 1203
ঢাকা পোস্ট কোড,Dhaka,Dhaka,Kodomtoli,Dhaka,Dhaka,Kadamtali,legacy_alias_explicit,clear legacy spelling variant of Kadamtali
নওগাঁ পোস্ট কোড,Rajshahi,Naogaon,Ahsangonj (Atral),Rajshahi,Naogaon,Atrai,legacy_alias_explicit,parenthetical Atral identifies legacy spelling of Atrai
নওগাঁ পোস্ট কোড,Rajshahi,Naogaon,Nitpur (Pursa),Rajshahi,Naogaon,Porsha,legacy_alias_explicit,parenthetical Pursa identifies canonical Porsha
নেত্রকোনা পোস্ট কোড,Mymensingh,Netrokona,Susang,Mymensingh,Netrokona,Durgapur,legacy_alias_explicit,Susang is the historical name associated with Durgapur
পটুয়াখালী পোস্ট কোড,Barisal,Patuakhali,Khepupara,Barisal,Patuakhali,Kalapara,legacy_alias_explicit,Khepupara is the legacy postal name associated with Kalapara
পাবনা পোস্ট কোড,Rajshahi,Pabna,Debattar (Afgaria),Rajshahi,Pabna,Atghoria,legacy_alias_explicit,parenthetical Afgaria identifies legacy spelling of Atghoria
পিরোজপুর পোস্ট কোড,Barisal,Pirojpur,Swarupkati,Barisal,Pirojpur,Nesarabad,legacy_alias_explicit,Swarupkati is the former name of Nesarabad
বরিশাল পোস্ট কোড,Barisal,Barisal,Barjalia (Hijla),Barisal,Barisal,Hizla,legacy_alias_explicit,parenthetical Hijla identifies canonical Hizla
বাগেরহাট পোস্ট কোড,Khulna,Bagerhat,Chalna Anchorange,Khulna,Bagerhat,Mongla,legacy_alias_explicit,Mongla Port postal context identifies canonical Mongla
লক্ষ্মীপুর পোস্ট কোড,Chattogram,Lakshmipur,Char Alexander (Rangamati),Chattogram,Lakshmipur,Ramgati,legacy_alias_explicit,Char Alexander and Ramgatir Hat postal context identify Ramgati
লক্ষ্মীপুর পোস্ট কোড,Chattogram,Lakshmipur,Roypur,Chattogram,Lakshmipur,Raipur,legacy_alias_explicit,legacy spelling variant of Raipur
শরিয়তপুর পোস্ট কোড,Dhaka,Shariatpur,Jangira,Dhaka,Shariatpur,Zajira,legacy_alias_explicit,legacy spelling variant associated with canonical Zajira
সিরাজগঞ্জ পোস্ট কোড,Rajshahi,Sirajganj,Dhangarha (Roygonj),Rajshahi,Sirajganj,Raigonj,legacy_alias_explicit,parenthetical Roygonj identifies canonical Raigonj
সুনামগঞ্জ পোস্ট কোড,Sylhet,Sunamganj,Dirai Chandpur (Dirai),Sylhet,Sunamganj,Derai,legacy_alias_explicit,parenthetical Dirai identifies canonical Derai
