division,district,upazila,post_office,postal_code
Dhaka,Munshiganj,Tongibari,Abdullapur,
Dhaka,Munshiganj,Tongibari,Aldi Bazar,
Dhaka,Munshiganj,Tongibari,Ariol,
Dhaka,Munshiganj,Tongibari,B Paikpara,
Dhaka,Munshiganj,Tongibari,Bagia,
Dhaka,Munshiganj,Tongibari,Baligaon,
Dhaka,Munshiganj,Tongibari,Baligaon EDSO,1522
Dhaka,Munshiganj,Tongibari,Baloi,
Dhaka,Munshiganj,Tongibari,Banari,
Dhaka,Munshiganj,Tongibari,Bazragugini EDSO,1523
Dhaka,Munshiganj,Tongibari,Betkahat SO,1521
Dhaka,Munshiganj,Tongibari,Dheepur,
Dhaka,Munshiganj,Tongibari,Digarpar SO,1525
Dhaka,Munshiganj,Tongibari,Hasail,
Dhaka,Munshiganj,Tongibari,Hasail EDSO,1524
Dhaka,Munshiganj,Tongibari,Hatkan,
Dhaka,Munshiganj,Tongibari,Jashlong,
Dhaka,Munshiganj,Tongibari,Kaichail,
Dhaka,Munshiganj,Tongibari,Molchar,
Dhaka,Munshiganj,Tongibari,Nasongkar,
Dhaka,Munshiganj,Tongibari,Outshahi,
Dhaka,Munshiganj,Tongibari,Pachgaon,
Dhaka,Munshiganj,Tongibari,Porapara,
Dhaka,Munshiganj,Tongibari,Pura,
Dhaka,Munshiganj,Tongibari,Pura EDSO,1527
Dhaka,Munshiganj,Tongibari,Rahimganj,
Dhaka,Munshiganj,Tongibari,Rawothvogh,
Dhaka,Munshiganj,Tongibari,Sonarong,
Dhaka,Munshiganj,Tongibari,Sornagram,
Dhaka,Munshiganj,Tongibari,Tongibari UPO,1520
Dhaka,Narayanganj,Araihazar,Arhaihazar UPO,1450
Dhaka,Narayanganj,Araihazar,Chaitonnokanda,
Dhaka,Narayanganj,Araihazar,Chardigaldi,
Dhaka,Narayanganj,Araihazar,Dhuptara,
Dhaka,Narayanganj,Araihazar,Fausha,
Dhaka,Narayanganj,Araihazar,Gopadi SO,1451
Dhaka,Narayanganj,Araihazar,Hamshadi,
Dhaka,Narayanganj,Araihazar,Kala Paharia,
Dhaka,Narayanganj,Araihazar,Pachrukhi,
Dhaka,Narayanganj,Araihazar,Sombupura,
Dhaka,Narayanganj,Araihazar,Sreenibasdi,
Dhaka,Narayanganj,Araihazar,Sultansadi,
Dhaka,Narayanganj,Bandar,Bandar UPO,1410
Dhaka,Narayanganj,Bandar,BIDC SO,1413
Dhaka,Narayanganj,Bandar,DC Mills SO,1411
Dhaka,Narayanganj,Bandar,Madangonj SO,1414
Dhaka,Narayanganj,Bandar,Nabiganj,
Dhaka,Narayanganj,Bandar,Nabigonj EDSO,1412
Dhaka,Narayanganj,Bandar,Puran Bandar,
Dhaka,Narayanganj,Fotullah,Alirtek,
Dhaka,Narayanganj,Fotullah,Anayetnagar,
Dhaka,Narayanganj,Fotullah,Char Baktabali,
Dhaka,Narayanganj,Fotullah,Dapa Idrikpur,
Dhaka,Narayanganj,Fotullah,Fatulla Bazar SO,1421
Dhaka,Narayanganj,Fotullah,Fatulla UPO,1420
Dhaka,Narayanganj,Fotullah,Jalkuri,
Dhaka,Narayanganj,Fotullah,Kutubpur,
Dhaka,Narayanganj,Fotullah,Vuighar,
Dhaka,Narayanganj,Narayanganj Sadar,Barabo,
Dhaka,Narayanganj,Narayanganj Sadar,Barpara,
Dhaka,Narayanganj,Narayanganj Sadar,Hosenpur,
Dhaka,Narayanganj,Narayanganj Sadar,Lakkhankhola,
Dhaka,Narayanganj,Narayanganj Sadar,Madanpur,
Dhaka,Narayanganj,Narayanganj Sadar,Mogolergaon,
Dhaka,Narayanganj,Narayanganj Sadar,Monarbari,
Dhaka,Narayanganj,Narayanganj Sadar,Narayangonj HO,1400
Dhaka,Narayanganj,Narayanganj Sadar,Sabdibazar,
Dhaka,Narayanganj,Rupganj,Baliapara,
Dhaka,Narayanganj,Rupganj,Bhulta SO,1462
Dhaka,Narayanganj,Rupganj,Brahammonkhali,
Dhaka,Narayanganj,Rupganj,Gobindapur,
Dhaka,Narayanganj,Rupganj,Kanchen SO,1461
Dhaka,Narayanganj,Rupganj,Masumabad,
Dhaka,Narayanganj,Rupganj,Murapara SO,1464
Dhaka,Narayanganj,Rupganj,Nagari EDSO,1463
Dhaka,Narayanganj,Rupganj,Nagarpara,
Dhaka,Narayanganj,Rupganj,Parshinagar,
Dhaka,Narayanganj,Rupganj,Perabo,
Dhaka,Narayanganj,Rupganj,Rupgonj UPO,1460
Dhaka,Narayanganj,Rupganj,Rupshi,
Dhaka,Narayanganj,Rupganj,Vulta,
Dhaka,Narayanganj,Siddhirganj,Adamjeenagar SO,1431
Dhaka,Narayanganj,Siddhirganj,Kachpur,
Dhaka,Narayanganj,Siddhirganj,LN Mills SO,1432
Dhaka,Narayanganj,Siddhirganj,Mizmizi,
Dhaka,Narayanganj,Siddhirganj,Siddirgonj Bazar,
Dhaka,Narayanganj,Siddhirganj,Siddirgonj Power Station UPO,1430
Dhaka,Narayanganj,Sonargaon,Alipura,
Dhaka,Narayanganj,Sonargaon,Aminpur,
Dhaka,Narayanganj,Sonargaon,Ananda Bazar,
Dhaka,Narayanganj,Sonargaon,Bangla Bazar,
Dhaka,Narayanganj,Sonargaon,Bara Nagar EDSO,1441
Dhaka,Narayanganj,Sonargaon,Bardi,
Dhaka,Narayanganj,Sonargaon,Baronagar,
Dhaka,Narayanganj,Sonargaon,Bradi SO,1442
Dhaka,Narayanganj,Sonargaon,Dhandi Bazar,
Dhaka,Narayanganj,Sonargaon,Highshadi,
Dhaka,Narayanganj,Sonargaon,Kasem Nagar,
Dhaka,Narayanganj,Sonargaon,Lakshibardi,
Dhaka,Narayanganj,Sonargaon,Mohajampur,
Dhaka,Narayanganj,Sonargaon,Nayanabad,
Dhaka,Narayanganj,Sonargaon,New Town,
Dhaka,Narayanganj,Sonargaon,Saheb Bazar,
Dhaka,Narayanganj,Sonargaon,Samomandi,
Dhaka,Narayanganj,Sonargaon,Sonargaon UPO,1440
Dhaka,Narsingdi,Belabo,Amlabo,
Dhaka,Narsingdi,Belabo,Aouliakanda,
Dhaka,Narsingdi,Belabo,Belabo UPO,1640
Dhaka,Narsingdi,Belabo,Binnabaid,
Dhaka,Narsingdi,Belabo,Boteswar,
Dhaka,Narsingdi,Belabo,Chandanpur,
Dhaka,Narsingdi,Belabo,Char Kashimnagar,
Dhaka,Narsingdi,Belabo,Dewanerchar,
Dhaka,Narsingdi,Belabo,Dholipara,
Dhaka,Narsingdi,Belabo,Dokkhin Lakhpur,
Dhaka,Narsingdi,Belabo,Dulalkandi,
Dhaka,Narsingdi,Belabo,Hosennagar,
Dhaka,Narsingdi,Belabo,Poradia,
Dhaka,Narsingdi,Belabo,Ujilab,
Dhaka,Narsingdi,Belabo,Vabla,
Dhaka,Narsingdi,Belabo,Vaterchar,
Dhaka,Narsingdi,Monohardi,Alalpur,
Dhaka,Narsingdi,Monohardi,Baghadi Chowrasta Bazar,
Dhaka,Narsingdi,Monohardi,Bir Maijdiya,
Dhaka,Narsingdi,Monohardi,Chalakchar,
Dhaka,Narsingdi,Monohardi,Charmandaliya,
Dhaka,Narsingdi,Monohardi,Chowrasta Mowlovibazar,
Dhaka,Narsingdi,Monohardi,Chula,
Dhaka,Narsingdi,Monohardi,Doulotpur,
Dhaka,Narsingdi,Monohardi,Ekduriya,
Dhaka,Narsingdi,Monohardi,Gotashhiya,
Dhaka,Narsingdi,Monohardi,Hatirdia SO,1651
Dhaka,Narsingdi,Monohardi,Katabaria SO,1652
Dhaka,Narsingdi,Monohardi,Khifirpur,
Dhaka,Narsingdi,Monohardi,Lebutola,
Dhaka,Narsingdi,Monohardi,Monohardi UPO,1650
Dhaka,Narsingdi,Monohardi,Narandi,
Dhaka,Narsingdi,Monohardi,Norendropur,
Dhaka,Narsingdi,Monohardi,Rampur,
Dhaka,Narsingdi,Monohardi,Savardiya,
Dhaka,Narsingdi,Monohardi,Shekhergaon,
Dhaka,Narsingdi,Monohardi,Sukundi,
Dhaka,Narsingdi,Monohardi,Tarakandi,
Dhaka,Narsingdi,Monohardi,Uttor Noadiya,
Dhaka,Narsingdi,Narsingdi Sadar,Amdiya,
Dhaka,Narsingdi,Narsingdi Sadar,Baghhat,
Dhaka,Narsingdi,Narsingdi Sadar,Balusair,
Dhaka,Narsingdi,Narsingdi Sadar,Chinbalapur,
Dhaka,Narsingdi,Narsingdi Sadar,Collectorate Bhabon,
Dhaka,Narsingdi,Narsingdi Sadar,Jameya E Kashemiya,
Dhaka,Narsingdi,Narsingdi Sadar,Karimpur,
Dhaka,Narsingdi,Narsingdi Sadar,Karimpur EDSO,1605
Dhaka,Narsingdi,Narsingdi Sadar,Kathalia,
Dhaka,Narsingdi,Narsingdi Sadar,M Pachgaon,
Dhaka,Narsingdi,Narsingdi Sadar,Madhabdi SO,1604
Dhaka,Narsingdi,Narsingdi Sadar,Meghna Bazar,
Dhaka,Narsingdi,Narsingdi Sadar,Najorpur,
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi College EDSO,1602
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi HO,1600
Dhaka,Narsingdi,Narsingdi Sadar,Nowagaon,
Dhaka,Narsingdi,Narsingdi Sadar,Noyapara,
Dhaka,Narsingdi,Narsingdi Sadar,Nuralapur,
Dhaka,Narsingdi,Narsingdi Sadar,Panchdona SO,1603
Dhaka,Narsingdi,Narsingdi Sadar,Panchoboti,
Dhaka,Narsingdi,Narsingdi Sadar,Rasulpur,
Dhaka,Narsingdi,Narsingdi Sadar,Satgram,
Dhaka,Narsingdi,Narsingdi Sadar,Shekherchar,
Dhaka,Narsingdi,Narsingdi Sadar,Shilmandi,
Dhaka,Narsingdi,Narsingdi Sadar,UMC Jute Mills SO,1601
Dhaka,Narsingdi,Narsingdi Sadar,Vatpara,
Dhaka,Narsingdi,Palash,Charsindhur,
Dhaka,Narsingdi,Palash,Charsindur EDSO,1612
Dhaka,Narsingdi,Palash,Dokkhin Sadarchar,
Dhaka,Narsingdi,Palash,Gayeshpur,
Dhaka,Narsingdi,Palash,Ghorasal SO,1613
Dhaka,Narsingdi,Palash,Ghorasal UF SO,1611
Dhaka,Narsingdi,Palash,Jinadi,
Dhaka,Narsingdi,Palash,Khas Hawla,
Dhaka,Narsingdi,Palash,Noakanda Bazar,
Dhaka,Narsingdi,Palash,Palash UPO,1610
Dhaka,Narsingdi,Palash,Paruliya,
Dhaka,Narsingdi,Palash,Sayederkhola,
Dhaka,Narsingdi,Palash,Shantanpara,
Dhaka,Narsingdi,Raipura,Adiyabad,
Dhaka,Narsingdi,Raipura,Algi Bazar,
Dhaka,Narsingdi,Raipura,Alokbali,
Dhaka,Narsingdi,Raipura,Ashramchar,
Dhaka,Narsingdi,Raipura,Baghaikandi,
Dhaka,Narsingdi,Raipura,Bakharnagar,
Dhaka,Narsingdi,Raipura,Bashgari,
Dhaka,Narsingdi,Raipura,Bazar Hasnabad,
Dhaka,Narsingdi,Raipura,Bazar Hasnabad EDSO,1631
Dhaka,Narsingdi,Raipura,Borochar,
Dhaka,Narsingdi,Raipura,Bot Toli,
Dhaka,Narsingdi,Raipura,Charmodhua,
Dhaka,Narsingdi,Raipura,Charsubuddhi,
Dhaka,Narsingdi,Raipura,Dowkarchar,
Dhaka,Narsingdi,Raipura,Hairmara,
Dhaka,Narsingdi,Raipura,Hashimpur,
Dhaka,Narsingdi,Raipura,Hatubanga,
Dhaka,Narsingdi,Raipura,Kataghat,
Dhaka,Narsingdi,Raipura,Kohinur Jute Mills,
Dhaka,Narsingdi,Raipura,Lokkhipur,
Dhaka,Narsingdi,Raipura,Marjal,
Dhaka,Narsingdi,Raipura,Mirjarchar,
Dhaka,Narsingdi,Raipura,Moddho Nagar,
Dhaka,Narsingdi,Raipura,Moheshpur,
Dhaka,Narsingdi,Raipura,Mushapur Pagla Bazar,
Dhaka,Narsingdi,Raipura,Narayanpur,
Dhaka,Narsingdi,Raipura,Nilokkha,
Dhaka,Narsingdi,Raipura,Paratoli,
Dhaka,Narsingdi,Raipura,Pirijkandi,
Dhaka,Narsingdi,Raipura,Pirpur,
Dhaka,Narsingdi,Raipura,Radhaganj,
Dhaka,Narsingdi,Raipura,Radhagonj Bazar EDSO,1632
Dhaka,Narsingdi,Raipura,Rahimabad,
Dhaka,Narsingdi,Raipura,Raipura UPO,1630
Dhaka,Narsingdi,Raipura,Rajprasad,
Dhaka,Narsingdi,Raipura,Ramnagar,
Dhaka,Narsingdi,Raipura,Sahebchar,
Dhaka,Narsingdi,Raipura,Saidabad,
Dhaka,Narsingdi,Raipura,Sampara,
Dhaka,Narsingdi,Raipura,Soudagorkandi,
Dhaka,Narsingdi,Raipura,Sreenidhi,
Dhaka,Narsingdi,Raipura,Tulatoli,
Dhaka,Narsingdi,Raipura,Uttor Mirzanagar,
Dhaka,Narsingdi,Shibpur,Baghab,
Dhaka,Narsingdi,Shibpur,Bailab,
Dhaka,Narsingdi,Shibpur,Borokanda,
Dhaka,Narsingdi,Shibpur,Chaitonno,
Dhaka,Narsingdi,Shibpur,Chotobondo,
Dhaka,Narsingdi,Shibpur,Dakkhin Agarpur,
Dhaka,Narsingdi,Shibpur,Dhanua Telikandi,
Dhaka,Narsingdi,Shibpur,Dottergaon,
Dhaka,Narsingdi,Shibpur,Dulalpur,
Dhaka,Narsingdi,Shibpur,Ghorbari,
Dhaka,Narsingdi,Shibpur,Hossenpur,
Dhaka,Narsingdi,Shibpur,jasor Bazar,
Dhaka,Narsingdi,Shibpur,Joynagar,
Dhaka,Narsingdi,Shibpur,Kalinagar,
Dhaka,Narsingdi,Shibpur,Kamrab,
Dhaka,Narsingdi,Shibpur,Kararchar,
Dhaka,Narsingdi,Shibpur,Khariya,
Dhaka,Narsingdi,Shibpur,Kumardi,
Dhaka,Narsingdi,Shibpur,Kumartek,
Dhaka,Narsingdi,Shibpur,Kundarpara,
Dhaka,Narsingdi,Shibpur,Lakhpur,
Dhaka,Narsingdi,Shibpur,Mojlispur,
Dhaka,Narsingdi,Shibpur,Nimgaon Pulehat,
Dhaka,Narsingdi,Shibpur,Noadiya,
Dhaka,Narsingdi,Shibpur,Nowkaghat,
Dhaka,Narsingdi,Shibpur,Paratola,
Dhaka,Narsingdi,Shibpur,Purandiya Bazar,
Dhaka,Narsingdi,Shibpur,Putiyabari,
Dhaka,Narsingdi,Shibpur,Satpara,
Dhaka,Narsingdi,Shibpur,Sayednagar,
Dhaka,Narsingdi,Shibpur,Shashpur,
Dhaka,Narsingdi,Shibpur,Shibpur UPO,1620
Dhaka,Narsingdi,Shibpur,Sunakura Bazar,
Dhaka,Narsingdi,Shibpur,Uttar Agarpur,
Dhaka,Narsingdi,Shibpur,Uttor Sadarchar,
Dhaka,Rajbari,Baliakandi,Baliakandi UPO,7730
Dhaka,Rajbari,Baliakandi,Nolia CSO,7731
Dhaka,Rajbari,Goalanda,Goalondo UPO,7710
Dhaka,Rajbari,Goalanda,Khankhanapur SO,7711
Dhaka,Rajbari,Kalukhali,,
Dhaka,Rajbari,Pangsa,Mrigi Bazar EDSO,7723
Dhaka,Rajbari,Pangsa,Pangsha UPO,7720
Dhaka,Rajbari,Pangsa,Ramkol CSO,7721
Dhaka,Rajbari,Pangsa,Ratondia CSO,7722
Dhaka,Rajbari,Rajbari Sadar,Rajbari HO,7700
Dhaka,Shariatpur,Bhedarganj,Bhedergonj UPO,8030
Dhaka,Shariatpur,Damudya,Demuday UPO,8040
Dhaka,Shariatpur,Gosairhat,Gosairhat UPO,8050
Dhaka,Shariatpur,Naria,Bhujeswar SO,8021
Dhaka,Shariatpur,Naria,Gharisar SO,8022
Dhaka,Shariatpur,Naria,Kartikpur SO,8024
Dhaka,Shariatpur,Naria,Naria UPO,8020
Dhaka,Shariatpur,Naria,UPSI SO,8023
Dhaka,Shariatpur,Palong,,
Dhaka,Shariatpur,Shariatpur Sadar,Chikandi SO,8002
Dhaka,Shariatpur,Shariatpur Sadar,ngaria SO,8001
Dhaka,Shariatpur,Shariatpur Sadar,Palong (Shariatpur) HO,8000
Dhaka,Shariatpur,Zajira,Jangira UPO,8010
Dhaka,Tangail,BB. Bridge (East),,
Dhaka,Tangail,Basail,Aisora,
Dhaka,Tangail,Basail,Basail UPO,1920
Dhaka,Tangail,Basail,Fulki Jhanjhaniya,
Dhaka,Tangail,Basail,Tenguriyapara,
Dhaka,Tangail,Bhuapur,Arjuna,
Dhaka,Tangail,Bhuapur,Bhuapur UPO,1960
Dhaka,Tangail,Bhuapur,Charoshshua,
Dhaka,Tangail,Bhuapur,Dhubliya,
Dhaka,Tangail,Bhuapur,Nalin Bazar,
Dhaka,Tangail,Bhuapur,Nikrail,
Dhaka,Tangail,Bhuapur,Palisha Matikata,
Dhaka,Tangail,Delduar,Atiya Darga,
Dhaka,Tangail,Delduar,Deldoar UPO,1910
Dhaka,Tangail,Delduar,Elasin SO,1913
Dhaka,Tangail,Delduar,Hinganagar,
Dhaka,Tangail,Delduar,Hinganagar EDSO,1914
Dhaka,Tangail,Delduar,Jangalia SO,1911
Dhaka,Tangail,Delduar,Koijuri,
Dhaka,Tangail,Delduar,Lahati EDSO,1915
Dhaka,Tangail,Delduar,Lauhati,
Dhaka,Tangail,Delduar,Patharia EDSO,1912
Dhaka,Tangail,Delduar,Pathrail,
Dhaka,Tangail,Dhanbari,,
Dhaka,Tangail,Ghatail,Bagundali,
Dhaka,Tangail,Ghatail,D Pakutiya,
Dhaka,Tangail,Ghatail,D. Pakutia EDSO,1982
Dhaka,Tangail,Ghatail,Dewpara,
Dhaka,Tangail,Ghatail,Dhalapara SO,1983
Dhaka,Tangail,Ghatail,Ghatail UPO,1980
Dhaka,Tangail,Ghatail,Jahidganj,
Dhaka,Tangail,Ghatail,Jahingonj EDSO,1981
Dhaka,Tangail,Ghatail,Kadomtoli,
Dhaka,Tangail,Ghatail,Kaliyagram,
Dhaka,Tangail,Ghatail,LS Dighi SO,1984
Dhaka,Tangail,Ghatail,Shahi Anuhola,
Dhaka,Tangail,Ghatail,Vabondotto,
Dhaka,Tangail,Gopalpur,Gopalpur UPO,1990
Dhaka,Tangail,Gopalpur,Hadira Bazar,
Dhaka,Tangail,Gopalpur,Hemnagar SO,1992
Dhaka,Tangail,Gopalpur,Jhaoali So,1991
Dhaka,Tangail,Gopalpur,Vengua,
Dhaka,Tangail,Kalihati,Alega SO,1974
Dhaka,Tangail,Kalihati,Balla Bazar SO,1973
Dhaka,Tangail,Kalihati,Chati Hati,
Dhaka,Tangail,Kalihati,Kalihati UPO,1970
Dhaka,Tangail,Kalihati,Nagbari,
Dhaka,Tangail,Kalihati,Nagbari EDSO,1972
Dhaka,Tangail,Kalihati,Nagorbari SO,1977
Dhaka,Tangail,Kalihati,Palisha EDSO,1975
Dhaka,Tangail,Kalihati,Rajakair EDSO,1971
Dhaka,Tangail,Madhupur,Dhanbari EDSO,1997
Dhaka,Tangail,Madhupur,Madhupur UPO,1996
Dhaka,Tangail,Madhupur,Rajafoir,
Dhaka,Tangail,Madhupur,Sholakura,
Dhaka,Tangail,Mirzapur,Gurhai SO,1941
Dhaka,Tangail,Mirzapur,Jamurkhi SO,1944
Dhaka,Tangail,Mirzapur,Kuripara,
Dhaka,Tangail,Mirzapur,Mahera SO,1945
Dhaka,Tangail,Mirzapur,MC College EDSO,1942
Dhaka,Tangail,Mirzapur,Mirzapur Cadet College,
Dhaka,Tangail,Mirzapur,Mirzapur UPO,1940
Dhaka,Tangail,Mirzapur,Warshi Paikpara SO,1943
Dhaka,Tangail,Nagarpur,Doboria SO,1937
Dhaka,Tangail,Nagarpur,Khash Shahjani,
Dhaka,Tangail,Nagarpur,Konra,
Dhaka,Tangail,Nagarpur,Nagarpur UPO,1936
Dhaka,Tangail,Nagarpur,Salimabad EDSO,1938
Dhaka,Tangail,Sakhipur,Indarjani,
Dhaka,Tangail,Sakhipur,Kachua EDSO,1951
Dhaka,Tangail,Sakhipur,Kochua,
Dhaka,Tangail,Sakhipur,Shakhipur UPO,1950
Dhaka,Tangail,Tangail Sadar,Kagmari EDSO,1901
Dhaka,Tangail,Tangail Sadar,Karatia SO,1903
Dhaka,Tangail,Tangail Sadar,Makorkol,
Dhaka,Tangail,Tangail Sadar,Mogra,
Dhaka,Tangail,Tangail Sadar,Purabari EDSO,1904
Dhaka,Tangail,Tangail Sadar,Sontosh SO,1902
Dhaka,Tangail,Tangail Sadar,Tangail HO,1900
Khulna,Bagerhat,Bagerhat Sadar,Bagerhat HO,9300
Khulna,Bagerhat,Bagerhat Sadar,PC College SO,9301
Khulna,Bagerhat,Bagerhat Sadar,Rangdia College SO,9302
Khulna,Bagerhat,Chitalmari,Barabaria EDSO,9361
Khulna,Bagerhat,Chitalmari,Chitalmari UPO,9360
Khulna,Bagerhat,Fakirhat,Bhanganper Bazar EDSO,9372
Khulna,Bagerhat,Fakirhat,Fakirhat UPO,9370
Khulna,Bagerhat,Fakirhat,Manasa EDSO,9371
Khulna,Bagerhat,Kachua,Kachua UPO,9310
Khulna,Bagerhat,Kachua,Sonarkola SO,9311
Khulna,Bagerhat,Mollahat,Charkulia SO,9383
Khulna,Bagerhat,Mollahat,Dariala EDSO,9382
Khulna,Bagerhat,Mollahat,Kahalpur EDSO,9381
Khulna,Bagerhat,Mollahat,Mollarhat UPO,9380
Khulna,Bagerhat,Mollahat,Nagarkandi Bazar EDSO,9384
Khulna,Bagerhat,Mollahat,Pakgangni EDSO,9385
Khulna,Bagerhat,Mongla,Chalna Anchorange UPO,9350
Khulna,Bagerhat,Mongla,Mongla Port SO,9351
Khulna,Bagerhat,Morrelganj,Morelgonj UPO,9320
Khulna,Bagerhat,Morrelganj,Sunnashi Bazar EDSO,9321
Khulna,Bagerhat,Morrelganj,Telisati SO,9322
Khulna,Bagerhat,Rampal,Foyla Hat SO,9341
Khulna,Bagerhat,Rampal,Gouramba SO,9343
Khulna,Bagerhat,Rampal,Rampal UPO,9340
Khulna,Bagerhat,Rampal,Sonatunia EDSO,9342
Khulna,Bagerhat,Sarankhola,Rayenda (Sharankhola) UPO,9330
Khulna,Chuadanga,Alamdanga,Alamdanga UPO,7210
Khulna,Chuadanga,Alamdanga,Hardi EDSO,7211
Khulna,Chuadanga,Chuadanga Sadar,Chuadanga HO,7200
Khulna,Chuadanga,Chuadanga Sadar,Munshigonj SO,7201
Khulna,Chuadanga,Damurhuda,Andulbaria EDSO,7222
Khulna,Chuadanga,Damurhuda,Daesana (LSG) SO,7221
Khulna,Chuadanga,Damurhuda,Damurhuda UPO,7220
Khulna,Chuadanga,Jibannagar,Daulagonj (Jibannagar) UPO,7230
Khulna,Jashore,Abhaynagar,Bhugilhat SO,7462
Khulna,Jashore,Abhaynagar,Noapara (Avay Nagar) UPO,7460
Khulna,Jashore,Abhaynagar,Rajhat SO,7461
Khulna,Jashore,Bagherpara,Bagarpara UPo,7470
Khulna,Jashore,Bagherpara,Gour Nagar EDSO,7471
Khulna,Jashore,Benapole Port,,
Khulna,Jashore,Chougachha,Chawgacha UPO,7410
Khulna,Jashore,Jashore Sadar,Basundia SO,7406
Khulna,Jashore,Jashore Sadar,chachra UC TSO,7402
Khulna,Jashore,Jashore Sadar,Churamankati SO,7407
Khulna,Jashore,Jashore Sadar,Jashore Air Base TSO,7404
Khulna,Jashore,Jashore Sadar,Jashore Cantt. TSO,7403
Khulna,Jashore,Jashore Sadar,Jashore HO,7400
Khulna,Jashore,Jashore Sadar,Jashore Sattelite TSO,7401
Khulna,Jashore,Jashore Sadar,Rupdia EDSO,7405
Khulna,Jashore,Jhikargacha,Jhekargacha UPo,7420
Khulna,Jashore,Keshabpur,Keshabpur UPO,7450
Khulna,Jashore,Manirampur,Monirampur UPo,7440
Khulna,Jashore,Sharsha,Bag Achra EDSO,7433
Khulna,Jashore,Sharsha,Benapole SO,7431
Khulna,Jashore,Sharsha,Jadabpur SO,7432
Khulna,Jashore,Sharsha,Sarsha UPO,7430
Khulna,Jhenaidah,Harinakundu,Harina Kunda UPO,7310
Khulna,Jhenaidah,Jhenaidah Sadar,Jhenaidah Cadet College SO,7301
Khulna,Jhenaidah,Jhenaidah Sadar,Jhenaidah HO,7300
Khulna,Jhenaidah,Kaliganj,Hatbar Bazar SO,7351
Khulna,Jhenaidah,Kaliganj,Naldanga (Kaligonj) UPO,7350
Khulna,Jhenaidah,Kotchandpur,Court Chandpur UPO,7330
Khulna,Jhenaidah,Moheshpur,Maheshpur UPO,7340
Khulna,Jhenaidah,Shailkupa,Kumaradah EDSO,7321
Khulna,Jhenaidah,Shailkupa,Shailakupa UPO,7320
Khulna,Khulna,Aranghata,,
Khulna,Khulna,Botiaghata,Batiaghat UPO,9260
Khulna,Khulna,Botiaghata,Surkhali EDSO,9261
Khulna,Khulna,Dakop,Bajuya SO,9272
Khulna,Khulna,Dakop,Chalna Bazar (Dakup) UPO,9270
Khulna,Khulna,Dakop,Dakup EDSO,9271
Khulna,Khulna,Dakop,Naliyan SO,9273
Khulna,Khulna,Daulatpur,,
Khulna,Khulna,Digholia,Chandani Mohal SO,9221
Khulna,Khulna,Digholia,Digalia UPO,9220
Khulna,Khulna,Digholia,Goshgati Barakpur EDSO,9223
Khulna,Khulna,Digholia,Senhati SO,9222
Khulna,Khulna,Dumuria,Chuknagar SO,9252
Khulna,Khulna,Dumuria,Ghonabanda EDSO,9251
Khulna,Khulna,Dumuria,Sajiara (Dumuria) UPO,9250
Khulna,Khulna,Dumuria,Shahapur SO,9253
Khulna,Khulna,Fultola,Fultala UPO,9210
Khulna,Khulna,Horintana,,
Khulna,Khulna,Khalishpur,,
Khulna,Khulna,Khan Jahan Ali,,
Khulna,Khulna,Khulna Sadar,Atra Industrial TSO,9207
Khulna,Khulna,Khulna Sadar,BITT SO,9203
Khulna,Khulna,Khulna Sadar,Daulatpur TSO,9202
Khulna,Khulna,Khulna Sadar,Jahanabad Cantt. TSO,9205
Khulna,Khulna,Khulna Sadar,Khulna City HO,9100
Khulna,Khulna,Khulna Sadar,Khulna GPO,9000
Khulna,Khulna,Khulna Sadar,Khulna Shipyard SO,9201
Khulna,Khulna,Khulna Sadar,Khulna University TSO,9208
Khulna,Khulna,Khulna Sadar,Sirmani TSO,9204
Khulna,Khulna,Khulna Sadar,Sonali Jute Mills TSO,9206
Khulna,Khulna,Koyra,Amadi SO,9291
Khulna,Khulna,Koyra,Madinabad (Koyra) UPO,9290
Khulna,Khulna,Labanchara,,
Khulna,Khulna,Paikgasa,Chandkhali EDSO,9284
Khulna,Khulna,Paikgasa,Gadaipur EDSO,9281
Khulna,Khulna,Paikgasa,Garhaikhali SO,9285
Khulna,Khulna,Paikgasa,Kapilmuni SO,9282
Khulna,Khulna,Paikgasa,Katipara EDSO,9283
Khulna,Khulna,Paikgasa,Palkgacha UPO,9280
Khulna,Khulna,Rupsha,Alaipur (Rupsha) UPO,9240
Khulna,Khulna,Rupsha,Belfulia SO,9242
Khulna,Khulna,Rupsha,Ropsa East SO,9241
Khulna,Khulna,Sonadanga,,
Khulna,Khulna,Terokhada,Pak Barasat EDSO,9231
Khulna,Khulna,Terokhada,Terakhada UPO,9230
Khulna,Kushtia,Bheramara,Allahr Darga SO,7042
Khulna,Kushtia,Bheramara,Bheramara UPO,7040
Khulna,Kushtia,Bheramara,Ganges Bheramara SO,7041
Khulna,Kushtia,Daulatpur,Khas Mathurapur SO,7052
Khulna,Kushtia,Daulatpur,Refayetpur (Daulatpur) UPO,7050
Khulna,Kushtia,Daulatpur,Taragunia SO,7051
Khulna,Kushtia,Khoksa,Janipur (Khoksa) UPO,7020
Khulna,Kushtia,Khoksa,Khoksa SO,7021
Khulna,Kushtia,Kumarkhali,Kumarkhali UPO,7010
Khulna,Kushtia,Kumarkhali,Panti EDSO,7011
